symbol,date,price
AXP,2022/02/11,191.81
BDX,2022/02/11,269.094
BF-B,2022/02/11,67.009
BMY,2022/02/11,66.88
BR,2022/02/11,143.98
CARR,2022/02/11,45.5
CDW,2022/02/11,178.222
CE,2022/02/11,154.878
CHTR,2022/02/11,604.73
CNC,2022/02/11,83.32
CNP,2022/02/11,27.227
COP,2022/02/11,93.52
CTAS,2022/02/11,374.58
CZR,2022/02/11,83.74
DG,2022/02/11,200.63
DPZ,2022/02/11,430.292
DRE,2022/02/11,54.927
DXC,2022/02/11,36.84
EWA,2022/02/11,23.66
EWC,2022/02/11,38.84
EWG,2022/02/11,31.57
EWH,2022/02/11,24.31
EWJ,2022/02/11,63.96
EWL,2022/02/11,48.65
EWQ,2022/02/11,37.36
EWT,2022/02/11,65.26
EWU,2022/02/11,34.46
EWY,2022/02/11,72.9
EWZ,2022/02/11,32.52
FB,2022/02/11,219.55
FTV,2022/02/11,65.187
GOOG,2022/02/11,2682.6
GPC,2022/02/11,125.782
GSG,2022/02/11,19.93
HIG,2022/02/11,71.151
HIGH.L,2022/02/11,5.357
HST,2022/02/11,18.06
HYG,2022/02/11,82.356
IAU,2022/02/11,35.41
ICLN,2022/02/11,17.97
IEAA.L,2022/02/11,5.146
IEF,2022/02/11,111.04
IEFM.L,2022/02/11,772
IEMG,2022/02/11,59.43
IEUS,2022/02/11,63.79
IEVL.L,2022/02/11,7.716
IGF,2022/02/11,47.69
INDA,2022/02/11,44.17
IUMO.L,2022/02/11,11.45
IUVL.L,2022/02/11,9.35
IVV,2022/02/11,440.886
IWM,2022/02/11,200.985
IXN,2022/02/11,57.06
JPEA.L,2022/02/11,5.651
JPM,2022/02/11,153.92
KR,2022/02/11,46.06
LQD,2022/02/11,124.584
MCHI,2022/02/11,62.22
MVEU.L,2022/02/11,52.87
OGN,2022/02/11,34.45
PG,2022/02/11,156.29
PPL,2022/02/11,28.442
PRU,2022/02/11,118.66
PYPL,2022/02/11,115.29
RE,2022/02/11,293.249
REET,2022/02/11,27.769
ROL,2022/02/11,30.73
ROST,2022/02/11,93.937
SEGA.L,2022/02/11,105.8
SHY,2022/02/11,84.425
SLV,2022/02/11,21.83
SPMV.L,2022/02/11,79.42
TLT,2022/02/11,138.067
UNH,2022/02/11,476.719
URI,2022/02/11,312.91
V,2022/02/11,224.69
VRSK,2022/02/11,192.582
VXX,2022/02/11,23.24
WRK,2022/02/11,46.46
XLB,2022/02/11,83.685
XLC,2022/02/11,69.134
XLE,2022/02/11,69.743
XLF,2022/02/11,39.954
XLI,2022/02/11,99.031
XLK,2022/02/11,154.605
XLP,2022/02/11,74.91
XLU,2022/02/11,66.586
XLV,2022/02/11,129.845
XLY,2022/02/11,180.203
XOM,2022/02/11,80.21
ABBV,2022/02/14,143
ACN,2022/02/14,326.13
AEP,2022/02/14,86.18
AIZ,2022/02/14,161.316
ALLE,2022/02/14,117.897
AMAT,2022/02/14,131.623
AMP,2022/02/14,300.95
AMZN,2022/02/14,3103.34
AVB,2022/02/14,238.15
AVY,2022/02/14,181.078
AXP,2022/02/14,192.35
BDX,2022/02/14,268.018
BF-B,2022/02/14,66.191
BMY,2022/02/14,66.81
BR,2022/02/14,144.199
CARR,2022/02/14,44.79
CDW,2022/02/14,175.579
CE,2022/02/14,153.484
CHTR,2022/02/14,607.94
CNC,2022/02/14,82.01
CNP,2022/02/14,26.74
COP,2022/02/14,91.55
CTAS,2022/02/14,370.5
CZR,2022/02/14,81.23
DG,2022/02/14,200.61
DPZ,2022/02/14,429.484
DRE,2022/02/14,54.27
DXC,2022/02/14,36.68
EWA,2022/02/14,23.71
EWC,2022/02/14,38.51
EWG,2022/02/14,31.23
EWH,2022/02/14,24.16
EWJ,2022/02/14,63.96
EWL,2022/02/14,48.21
EWQ,2022/02/14,36.97
EWT,2022/02/14,64.6
EWU,2022/02/14,34.1
EWY,2022/02/14,72.24
EWZ,2022/02/14,32.77
FB,2022/02/14,217.7
FTV,2022/02/14,64.977
GOOG,2022/02/14,2706
GPC,2022/02/14,126.15
GSG,2022/02/14,20.06
HIG,2022/02/14,69.281
HIGH.L,2022/02/14,5.345
HST,2022/02/14,17.93
HYG,2022/02/14,82.217
IAU,2022/02/14,35.58
ICLN,2022/02/14,17.83
IEAA.L,2022/02/14,5.149
IEF,2022/02/14,110.271
IEFM.L,2022/02/14,753.7
IEMG,2022/02/14,59
IEUS,2022/02/14,63.11
IEVL.L,2022/02/14,7.567
IGF,2022/02/14,47.12
INDA,2022/02/14,43.4
IUMO.L,2022/02/14,11.175
IUVL.L,2022/02/14,9.145
IVV,2022/02/14,439.45
IWM,2022/02/14,200.287
IXN,2022/02/14,56.8
JPEA.L,2022/02/14,5.643
JPM,2022/02/14,152.49
KR,2022/02/14,45.69
LQD,2022/02/14,123.476
MCHI,2022/02/14,61.74
MVEU.L,2022/02/14,52.18
OGN,2022/02/14,34.113
PG,2022/02/14,156.74
PPL,2022/02/14,28.134
PRU,2022/02/14,115.8
PYPL,2022/02/14,114.12
RE,2022/02/14,291.45
REET,2022/02/14,27.55
ROL,2022/02/14,30.84
ROST,2022/02/14,93.937
SEGA.L,2022/02/14,105.1
SHY,2022/02/14,84.245
SLV,2022/02/14,22.05
SPMV.L,2022/02/14,77.88
TLT,2022/02/14,136.35
UNH,2022/02/14,473
URI,2022/02/14,313.25
V,2022/02/14,225.34
VRSK,2022/02/14,191.483
VXX,2022/02/14,23.31
WRK,2022/02/14,45.79
XLB,2022/02/14,82.998
XLC,2022/02/14,69.144
XLE,2022/02/14,68.099
XLF,2022/02/14,39.506
XLI,2022/02/14,98.662
XLK,2022/02/14,154.555
XLP,2022/02/14,74.701
XLU,2022/02/14,66.019
XLV,2022/02/14,128.519
XLY,2022/02/14,181.232
XOM,2022/02/14,78.98
ABBV,2022/02/15,144.76
ACN,2022/02/15,329.41
AEP,2022/02/15,85.44
AIZ,2022/02/15,164.981
ALLE,2022/02/15,116.661
AMAT,2022/02/15,139.588
AMP,2022/02/15,308.49
AMZN,2022/02/15,3130.21
AVB,2022/02/15,239.96
AVY,2022/02/15,183.858
AXP,2022/02/15,197.98
BDX,2022/02/15,270.26
BF-B,2022/02/15,66.271
BMY,2022/02/15,67.77
BR,2022/02/15,146.977
CARR,2022/02/15,45.75
CDW,2022/02/15,183.077
CE,2022/02/15,157.606
CHTR,2022/02/15,609.45
CNC,2022/02/15,84.08
CNP,2022/02/15,26.72
COP,2022/02/15,89.68
CTAS,2022/02/15,377.75
CZR,2022/02/15,84.18
DG,2022/02/15,199.15
DPZ,2022/02/15,430.77
DRE,2022/02/15,54
DXC,2022/02/15,37.36
EWA,2022/02/15,24.1
EWC,2022/02/15,38.85
EWG,2022/02/15,32.17
EWH,2022/02/15,24.49
EWJ,2022/02/15,64.67
EWL,2022/02/15,48.93
EWQ,2022/02/15,37.99
EWT,2022/02/15,65.72
EWU,2022/02/15,34.48
EWY,2022/02/15,72.8
EWZ,2022/02/15,33.31
FB,2022/02/15,221
FTV,2022/02/15,65.616
GOOG,2022/02/15,2728.51
GPC,2022/02/15,128.086
GSG,2022/02/15,19.7
HIG,2022/02/15,70.624
HIGH.L,2022/02/15,5.351
HST,2022/02/15,18.72
HYG,2022/02/15,82.356
IAU,2022/02/15,35.23
ICLN,2022/02/15,18.73
IEAA.L,2022/02/15,5.139
IEF,2022/02/15,109.941
IEFM.L,2022/02/15,769.9
IEMG,2022/02/15,60.22
IEUS,2022/02/15,64.9
IEVL.L,2022/02/15,7.672
IGF,2022/02/15,47.53
INDA,2022/02/15,44.92
IUMO.L,2022/02/15,11.315
IUVL.L,2022/02/15,9.252
IVV,2022/02/15,446.517
IWM,2022/02/15,205.656
IXN,2022/02/15,58.53
JPEA.L,2022/02/15,5.672
JPM,2022/02/15,154.72
KR,2022/02/15,46.41
LQD,2022/02/15,122.858
MCHI,2022/02/15,63.16
MVEU.L,2022/02/15,52.72
OGN,2022/02/15,34.946
PG,2022/02/15,156.82
PPL,2022/02/15,28.035
PRU,2022/02/15,118
PYPL,2022/02/15,115.46
RE,2022/02/15,298.917
REET,2022/02/15,27.789
ROL,2022/02/15,31.3
ROST,2022/02/15,95.85
SEGA.L,2022/02/15,104.98
SHY,2022/02/15,84.275
SLV,2022/02/15,21.61
SPMV.L,2022/02/15,78.81
TLT,2022/02/15,134.802
UNH,2022/02/15,476.819
URI,2022/02/15,322.87
V,2022/02/15,227.82
VRSK,2022/02/15,193.939
VXX,2022/02/15,21.39
WRK,2022/02/15,47.44
XLB,2022/02/15,84.522
XLC,2022/02/15,70.112
XLE,2022/02/15,67.386
XLF,2022/02/15,40.043
XLI,2022/02/15,100.147
XLK,2022/02/15,158.617
XLP,2022/02/15,74.831
XLU,2022/02/15,65.711
XLV,2022/02/15,129.964
XLY,2022/02/15,185.286
XOM,2022/02/15,77.99
ABBV,2022/02/16,145.87
ACN,2022/02/16,333.72
AEP,2022/02/16,85.41
AIZ,2022/02/16,166.505
ALLE,2022/02/16,114.818
AMAT,2022/02/16,140.706
AMP,2022/02/16,312.11
AMZN,2022/02/16,3162.01
AVB,2022/02/16,239.87
AVY,2022/02/16,183.957
AXP,2022/02/16,198.38
BDX,2022/02/16,270.24
BF-B,2022/02/16,66.421
BMY,2022/02/16,67.6
BR,2022/02/16,145.324
CARR,2022/02/16,45.65
CDW,2022/02/16,184.932
CE,2022/02/16,155.396
CHTR,2022/02/16,609.46
CNC,2022/02/16,84.22
CNP,2022/02/16,26.88
COP,2022/02/16,90.21
CTAS,2022/02/16,378.57
CZR,2022/02/16,85.42
DG,2022/02/16,197.35
DPZ,2022/02/16,432.106
DRE,2022/02/16,53.87
DXC,2022/02/16,37.35
EWA,2022/02/16,24.36
EWC,2022/02/16,38.72
EWG,2022/02/16,32.22
EWH,2022/02/16,24.65
EWJ,2022/02/16,64.68
EWL,2022/02/16,49.17
EWQ,2022/02/16,38.1
EWT,2022/02/16,66.23
EWU,2022/02/16,34.66
EWY,2022/02/16,73.68
EWZ,2022/02/16,33.64
FB,2022/02/16,216.54
FTV,2022/02/16,65.287
GOOG,2022/02/16,2749.75
GPC,2022/02/16,129.029
GSG,2022/02/16,19.63
HIG,2022/02/16,70.832
HIGH.L,2022/02/16,5.367
HST,2022/02/16,19.31
HYG,2022/02/16,82.815
IAU,2022/02/16,35.61
ICLN,2022/02/16,18.74
IEAA.L,2022/02/16,5.15
IEF,2022/02/16,110.171
IEFM.L,2022/02/16,769.3
IEMG,2022/02/16,60.73
IEUS,2022/02/16,64.69
IEVL.L,2022/02/16,7.65
IGF,2022/02/16,47.67
INDA,2022/02/16,44.93
IUMO.L,2022/02/16,11.288
IUVL.L,2022/02/16,9.25
IVV,2022/02/16,447.025
IWM,2022/02/16,206.085
IXN,2022/02/16,58.52
JPEA.L,2022/02/16,5.676
JPM,2022/02/16,155
KR,2022/02/16,44.57
LQD,2022/02/16,123.037
MCHI,2022/02/16,63.25
MVEU.L,2022/02/16,52.7
OGN,2022/02/16,36.058
PG,2022/02/16,158.01
PPL,2022/02/16,28.015
PRU,2022/02/16,118.16
PYPL,2022/02/16,110.54
RE,2022/02/16,301.353
REET,2022/02/16,28.048
ROL,2022/02/16,31.37
ROST,2022/02/16,95.362
SEGA.L,2022/02/16,104.88
SHY,2022/02/16,84.385
SLV,2022/02/16,21.87
SPMV.L,2022/02/16,78.225
TLT,2022/02/16,135.601
UNH,2022/02/16,478.634
URI,2022/02/16,325.12
V,2022/02/16,228.82
VRSK,2022/02/16,193.74
VXX,2022/02/16,20.53
WRK,2022/02/16,47.16
XLB,2022/02/16,85.14
XLC,2022/02/16,69.623
XLE,2022/02/16,67.93
XLF,2022/02/16,40.073
XLI,2022/02/16,100.676
XLK,2022/02/16,158.458
XLP,2022/02/16,74.97
XLU,2022/02/16,65.86
XLV,2022/02/16,130.164
XLY,2022/02/16,185.815
XOM,2022/02/16,78.35
ABBV,2022/02/17,144.97
ACN,2022/02/17,322.91
AEP,2022/02/17,85.49
AIZ,2022/02/17,165.33
ALLE,2022/02/17,114.17
AMAT,2022/02/17,136.224
AMP,2022/02/17,299.4
AMZN,2022/02/17,3093.05
AVB,2022/02/17,236.14
AVY,2022/02/17,181.995
AXP,2022/02/17,195.71
BDX,2022/02/17,265.277
BF-B,2022/02/17,65.802
BMY,2022/02/17,67.39
BR,2022/02/17,141.75
CARR,2022/02/17,44.58
CDW,2022/02/17,181.741
CE,2022/02/17,152.25
CHTR,2022/02/17,597.83
CNC,2022/02/17,82.81
CNP,2022/02/17,26.81
COP,2022/02/17,91.16
CTAS,2022/02/17,370.64
CZR,2022/02/17,81.92
DG,2022/02/17,197.12
DPZ,2022/02/17,429.304
DRE,2022/02/17,53.01
DXC,2022/02/17,35.79
EWA,2022/02/17,24.17
EWC,2022/02/17,38.21
EWG,2022/02/17,31.61
EWH,2022/02/17,24.48
EWJ,2022/02/17,63.73
EWL,2022/02/17,48.35
EWQ,2022/02/17,37.57
EWT,2022/02/17,65.28
EWU,2022/02/17,34.3
EWY,2022/02/17,73.1
EWZ,2022/02/17,32.91
FB,2022/02/17,207.71
FTV,2022/02/17,63.299
GOOG,2022/02/17,2646.17
GPC,2022/02/17,126.696
GSG,2022/02/17,19.77
HIG,2022/02/17,70.236
HIGH.L,2022/02/17,5.349
HST,2022/02/17,19.3
HYG,2022/02/17,82.466
IAU,2022/02/17,36.1
ICLN,2022/02/17,18.48
IEAA.L,2022/02/17,5.149
IEF,2022/02/17,110.76
IEFM.L,2022/02/17,759.65
IEMG,2022/02/17,60.01
IEUS,2022/02/17,63.59
IEVL.L,2022/02/17,7.611
IGF,2022/02/17,47.71
INDA,2022/02/17,44.6
IUMO.L,2022/02/17,11.168
IUVL.L,2022/02/17,9.19
IVV,2022/02/17,437.646
IWM,2022/02/17,200.806
IXN,2022/02/17,56.67
JPEA.L,2022/02/17,5.664
JPM,2022/02/17,151.43
KR,2022/02/17,45.23
LQD,2022/02/17,123.127
MCHI,2022/02/17,62.76
MVEU.L,2022/02/17,52.65
OGN,2022/02/17,36.087
PG,2022/02/17,159.82
PPL,2022/02/17,27.926
PRU,2022/02/17,114.25
PYPL,2022/02/17,105.2
RE,2022/02/17,301.035
REET,2022/02/17,27.928
ROL,2022/02/17,31.19
ROST,2022/02/17,91.426
SEGA.L,2022/02/17,105.07
SHY,2022/02/17,84.435
SLV,2022/02/17,22.04
SPMV.L,2022/02/17,78
TLT,2022/02/17,136.609
UNH,2022/02/17,468.952
URI,2022/02/17,314.21
V,2022/02/17,224.61
VRSK,2022/02/17,189.976
VXX,2022/02/17,22.96
WRK,2022/02/17,46.51
XLB,2022/02/17,83.685
XLC,2022/02/17,67.768
XLE,2022/02/17,67.821
XLF,2022/02/17,39.077
XLI,2022/02/17,98.832
XLK,2022/02/17,153.716
XLP,2022/02/17,75.547
XLU,2022/02/17,65.9
XLV,2022/02/17,128.07
XLY,2022/02/17,180.842
XOM,2022/02/17,78.23
ABBV,2022/02/18,144.03
ACN,2022/02/18,321.18
AEP,2022/02/18,85.71
AIZ,2022/02/18,164.852
ALLE,2022/02/18,113.712
AMAT,2022/02/18,133.11
AMP,2022/02/18,300.56
AMZN,2022/02/18,3052.03
AVB,2022/02/18,235.09
AVY,2022/02/18,180.172
AXP,2022/02/18,194.88
BDX,2022/02/18,263.174
BF-B,2022/02/18,66.341
BMY,2022/02/18,67.55
BR,2022/02/18,141.75
CARR,2022/02/18,44.08
CDW,2022/02/18,181.223
CE,2022/02/18,144.25
CHTR,2022/02/18,596.83
CNC,2022/02/18,82.06
CNP,2022/02/18,26.61
COP,2022/02/18,89.63
CTAS,2022/02/18,371.57
CZR,2022/02/18,79.28
DG,2022/02/18,199.97
DPZ,2022/02/18,434.38
DRE,2022/02/18,52.92
DXC,2022/02/18,35.62
EWA,2022/02/18,23.98
EWC,2022/02/18,37.75
EWG,2022/02/18,31.2
EWH,2022/02/18,24.37
EWJ,2022/02/18,63.63
EWL,2022/02/18,48.3
EWQ,2022/02/18,37.51
EWT,2022/02/18,65.46
EWU,2022/02/18,34.27
EWY,2022/02/18,72.98
EWZ,2022/02/18,32.92
FB,2022/02/18,206.16
FTV,2022/02/18,63.679
GOOG,2022/02/18,2609.35
GPC,2022/02/18,125.951
GSG,2022/02/18,19.84
HIG,2022/02/18,70.146
HIGH.L,2022/02/18,5.331
HST,2022/02/18,19.11
HYG,2022/02/18,82.585
IAU,2022/02/18,36.06
ICLN,2022/02/18,18.14
IEAA.L,2022/02/18,5.155
IEF,2022/02/18,111.12
IEFM.L,2022/02/18,752.3
IEMG,2022/02/18,59.5
IEUS,2022/02/18,62.84
IEVL.L,2022/02/18,7.54
IGF,2022/02/18,47.34
INDA,2022/02/18,44.6
IUMO.L,2022/02/18,10.892
IUVL.L,2022/02/18,9.082
IVV,2022/02/18,434.626
IWM,2022/02/18,199.079
IXN,2022/02/18,56.14
JPEA.L,2022/02/18,5.646
JPM,2022/02/18,152.14
KR,2022/02/18,45.59
LQD,2022/02/18,123.427
MCHI,2022/02/18,61.57
MVEU.L,2022/02/18,52.33
OGN,2022/02/18,35.81
PG,2022/02/18,159.9
PPL,2022/02/18,25.901
PRU,2022/02/18,114.07
PYPL,2022/02/18,103.65
RE,2022/02/18,302.685
REET,2022/02/18,27.769
ROL,2022/02/18,31.13
ROST,2022/02/18,93.14
SEGA.L,2022/02/18,105.11
SHY,2022/02/18,84.445
SLV,2022/02/18,22.12
SPMV.L,2022/02/18,77.345
TLT,2022/02/18,138.047
UNH,2022/02/18,466.43
URI,2022/02/18,311.82
V,2022/02/18,222.69
VRSK,2022/02/18,188.978
VXX,2022/02/18,23.45
WRK,2022/02/18,46.65
XLB,2022/02/18,83.546
XLC,2022/02/18,67.239
XLE,2022/02/18,67.405
XLF,2022/02/18,39.067
XLI,2022/02/18,98.014
XLK,2022/02/18,152.159
XLP,2022/02/18,75.687
XLU,2022/02/18,65.781
XLV,2022/02/18,127.113
XLY,2022/02/18,179.724
XOM,2022/02/18,77.36
HIGH.L,2022/02/21,5.322
IEAA.L,2022/02/21,5.146
IEFM.L,2022/02/21,738.55
IEVL.L,2022/02/21,7.445
IUMO.L,2022/02/21,10.732
IUVL.L,2022/02/21,9.012
JPEA.L,2022/02/21,5.6
MVEU.L,2022/02/21,51.76
SEGA.L,2022/02/21,105
SPMV.L,2022/02/21,76.72
ABBV,2022/02/22,145.56
ACN,2022/02/22,321.11
AEP,2022/02/22,85.99
AIZ,2022/02/22,164.433
ALLE,2022/02/22,113.094
AMAT,2022/02/22,130.26
AMP,2022/02/22,297.4
AMZN,2022/02/22,3003.95
AVB,2022/02/22,236.25
AVY,2022/02/22,177.781
AXP,2022/02/22,192.44
BDX,2022/02/22,263.293
BF-B,2022/02/22,65.722
BMY,2022/02/22,67.45
BR,2022/02/22,142.248
CARR,2022/02/22,45.29
CDW,2022/02/22,177.464
CE,2022/02/22,144.07
CHTR,2022/02/22,595.5
CNC,2022/02/22,81.33
CNP,2022/02/22,27.2
COP,2022/02/22,87.83
CTAS,2022/02/22,370
CZR,2022/02/22,76.57
DG,2022/02/22,191.94
DPZ,2022/02/22,420.908
DRE,2022/02/22,52.76
DXC,2022/02/22,35.14
EWA,2022/02/22,24.12
EWC,2022/02/22,37.54
EWG,2022/02/22,30.42
EWH,2022/02/22,23.73
EWJ,2022/02/22,63.12
EWL,2022/02/22,47.89
EWQ,2022/02/22,36.66
EWT,2022/02/22,64.7
EWU,2022/02/22,34.09
EWY,2022/02/22,72.77
EWZ,2022/02/22,33.45
FB,2022/02/22,202.08
FTV,2022/02/22,63.629
GOOG,2022/02/22,2588.05
GPC,2022/02/22,122.704
GSG,2022/02/22,20.17
HIG,2022/02/22,69.927
HIGH.L,2022/02/22,5.338
HST,2022/02/22,18.59
HYG,2022/02/22,82.396
IAU,2022/02/22,36.15
ICLN,2022/02/22,17.69
IEAA.L,2022/02/22,5.129
IEF,2022/02/22,111.11
IEFM.L,2022/02/22,743.05
IEMG,2022/02/22,58.64
IEUS,2022/02/22,61.56
IEVL.L,2022/02/22,7.451
IGF,2022/02/22,47
INDA,2022/02/22,44.35
IUMO.L,2022/02/22,10.78
IUVL.L,2022/02/22,9.039
IVV,2022/02/22,429.912
IWM,2022/02/22,196.274
IXN,2022/02/22,55.6
JPEA.L,2022/02/22,5.616
JPM,2022/02/22,151.87
KR,2022/02/22,45.04
LQD,2022/02/22,123.267
MCHI,2022/02/22,59.92
MVEU.L,2022/02/22,51.615
OGN,2022/02/22,35.7
PG,2022/02/22,157.93
PPL,2022/02/22,26.606
PRU,2022/02/22,112.76
PYPL,2022/02/22,103.17
RE,2022/02/22,298.728
REET,2022/02/22,27.62
ROL,2022/02/22,30.99
ROST,2022/02/22,91.914
SEGA.L,2022/02/22,105.1
SHY,2022/02/22,84.365
SLV,2022/02/22,22.31
SPMV.L,2022/02/22,77.13
TLT,2022/02/22,138.407
UNH,2022/02/22,461.145
URI,2022/02/22,312.32
V,2022/02/22,221.32
VRSK,2022/02/22,186.122
VXX,2022/02/22,23.36
WRK,2022/02/22,46.47
XLB,2022/02/22,82.36
XLC,2022/02/22,66.551
XLE,2022/02/22,66.316
XLF,2022/02/22,38.868
XLI,2022/02/22,97.068
XLK,2022/02/22,150.752
XLP,2022/02/22,75.099
XLU,2022/02/22,65.711
XLV,2022/02/22,126.794
XLY,2022/02/22,174.482
XOM,2022/02/22,76.46
ABBV,2022/02/23,146.76
ACN,2022/02/23,313.16
AEP,2022/02/23,84.64
AIZ,2022/02/23,162.92
ALLE,2022/02/23,109.159
AMAT,2022/02/23,127.86
AMP,2022/02/23,291.56
AMZN,2022/02/23,2896.54
AVB,2022/02/23,234.38
AVY,2022/02/23,174.265
AXP,2022/02/23,188.95
BDX,2022/02/23,267.778
BF-B,2022/02/23,65.004
BMY,2022/02/23,67.93
BR,2022/02/23,140.266
CARR,2022/02/23,43.84
CDW,2022/02/23,168.6
CE,2022/02/23,138.5
CHTR,2022/02/23,570.6
CNC,2022/02/23,81.35
CNP,2022/02/23,26.49
COP,2022/02/23,88.23
CTAS,2022/02/23,363.91
CZR,2022/02/23,78.68
DG,2022/02/23,188.34
DPZ,2022/02/23,400.945
DRE,2022/02/23,52.19
DXC,2022/02/23,34.44
EWA,2022/02/23,23.97
EWC,2022/02/23,37.28
EWG,2022/02/23,29.99
EWH,2022/02/23,23.37
EWJ,2022/02/23,62.47
EWL,2022/02/23,47.82
EWQ,2022/02/23,36.37
EWT,2022/02/23,64.35
EWU,2022/02/23,34.1
EWY,2022/02/23,71.83
EWZ,2022/02/23,33.51
FB,2022/02/23,198.45
FTV,2022/02/23,62.49
GOOG,2022/02/23,2551.7
GPC,2022/02/23,117.989
GSG,2022/02/23,20.28
HIG,2022/02/23,69.032
HIGH.L,2022/02/23,5.323
HST,2022/02/23,18.34
HYG,2022/02/23,82.247
IAU,2022/02/23,36.31
ICLN,2022/02/23,17.57
IEAA.L,2022/02/23,5.128
IEF,2022/02/23,110.53
IEFM.L,2022/02/23,741.55
IEMG,2022/02/23,58.05
IEUS,2022/02/23,60.89
IEVL.L,2022/02/23,7.434
IGF,2022/02/23,46.63
INDA,2022/02/23,43.87
IUMO.L,2022/02/23,10.7
IUVL.L,2022/02/23,8.935
IVV,2022/02/23,422.078
IWM,2022/02/23,192.602
IXN,2022/02/23,54.27
JPEA.L,2022/02/23,5.532
JPM,2022/02/23,148.69
KR,2022/02/23,44.53
LQD,2022/02/23,122.149
MCHI,2022/02/23,59.27
MVEU.L,2022/02/23,51.78
OGN,2022/02/23,35.224
PG,2022/02/23,155.96
PPL,2022/02/23,25.901
PRU,2022/02/23,110.89
PYPL,2022/02/23,100.72
RE,2022/02/23,298.37
REET,2022/02/23,27.301
ROL,2022/02/23,30.31
ROST,2022/02/23,87.709
SEGA.L,2022/02/23,104.89
SHY,2022/02/23,84.315
SLV,2022/02/23,22.73
SPMV.L,2022/02/23,76.7
TLT,2022/02/23,136.5
UNH,2022/02/23,458.264
URI,2022/02/23,299.2
V,2022/02/23,215.95
VRSK,2022/02/23,177.318
VXX,2022/02/23,24.7
WRK,2022/02/23,45.02
XLB,2022/02/23,81.304
XLC,2022/02/23,65.434
XLE,2022/02/23,66.999
XLF,2022/02/23,38.191
XLI,2022/02/23,95.283
XLK,2022/02/23,146.979
XLP,2022/02/23,74.492
XLU,2022/02/23,64.599
XLV,2022/02/23,126.156
XLY,2022/02/23,168.651
XOM,2022/02/23,76.77
ABBV,2022/02/24,145.27
ACN,2022/02/24,316.17
AEP,2022/02/24,86.56
AIZ,2022/02/24,162.82
ALLE,2022/02/24,111.291
AMAT,2022/02/24,133.42
AMP,2022/02/24,289.36
AMZN,2022/02/24,3027.16
AVB,2022/02/24,236.37
AVY,2022/02/24,173.607
AXP,2022/02/24,188.35
BDX,2022/02/24,265.416
BF-B,2022/02/24,64.406
BMY,2022/02/24,67.1
BR,2022/02/24,144.647
CARR,2022/02/24,44.71
CDW,2022/02/24,171.3
CE,2022/02/24,137.21
CHTR,2022/02/24,586.59
CNC,2022/02/24,80.84
CNP,2022/02/24,26.55
COP,2022/02/24,87.73
CTAS,2022/02/24,374.02
CZR,2022/02/24,84.65
DG,2022/02/24,190.8
DPZ,2022/02/24,416.222
DRE,2022/02/24,52.42
DXC,2022/02/24,35.06
EWA,2022/02/24,23.79
EWC,2022/02/24,37.1
EWG,2022/02/24,29.31
EWH,2022/02/24,23.26
EWJ,2022/02/24,62.11
EWL,2022/02/24,47.25
EWQ,2022/02/24,35.55
EWT,2022/02/24,63.26
EWU,2022/02/24,32.94
EWY,2022/02/24,70.63
EWZ,2022/02/24,32.68
FB,2022/02/24,207.6
FTV,2022/02/24,64.37
GOOG,2022/02/24,2653.47
GPC,2022/02/24,119.994
GSG,2022/02/24,20.58
HIG,2022/02/24,67.113
HIGH.L,2022/02/24,5.294
HST,2022/02/24,18.49
HYG,2022/02/24,82.834
IAU,2022/02/24,36.08
ICLN,2022/02/24,18.91
IEAA.L,2022/02/24,5.126
IEF,2022/02/24,110.79
IEFM.L,2022/02/24,719.7
IEMG,2022/02/24,56.9
IEUS,2022/02/24,60
IEVL.L,2022/02/24,7.116
IGF,2022/02/24,46.43
INDA,2022/02/24,42.68
IUMO.L,2022/02/24,10.49
IUVL.L,2022/02/24,8.692
IVV,2022/02/24,428.716
IWM,2022/02/24,197.652
IXN,2022/02/24,55.83
JPEA.L,2022/02/24,5.354
JPM,2022/02/24,144.55
KR,2022/02/24,44.44
LQD,2022/02/24,122.728
MCHI,2022/02/24,58.96
MVEU.L,2022/02/24,50.56
OGN,2022/02/24,35.75
PG,2022/02/24,151.76
PPL,2022/02/24,25.743
PRU,2022/02/24,108.95
PYPL,2022/02/24,105.02
RE,2022/02/24,289.839
REET,2022/02/24,27.46
ROL,2022/02/24,31.6
ROST,2022/02/24,90.32
SEGA.L,2022/02/24,105.43
SHY,2022/02/24,84.385
SLV,2022/02/24,22.31
SPMV.L,2022/02/24,75.22
TLT,2022/02/24,136.589
UNH,2022/02/24,454.545
URI,2022/02/24,308.32
V,2022/02/24,217.3
VRSK,2022/02/24,178.915
VXX,2022/02/24,23.925
WRK,2022/02/24,44.51
XLB,2022/02/24,81.065
XLC,2022/02/24,67.269
XLE,2022/02/24,66.474
XLF,2022/02/24,37.732
XLI,2022/02/24,96.499
XLK,2022/02/24,152
XLP,2022/02/24,73.208
XLU,2022/02/24,65.115
XLV,2022/02/24,126.664
XLY,2022/02/24,172.505
XOM,2022/02/24,75.8
ABBV,2022/02/25,149.54
ACN,2022/02/25,322.51
AEP,2022/02/25,89.46
AIZ,2022/02/25,168.41
ALLE,2022/02/25,114.678
AMAT,2022/02/25,135.72
AMP,2022/02/25,302.77
AMZN,2022/02/25,3075.77
AVB,2022/02/25,244.05
AVY,2022/02/25,179.624
